ID;Тип крыши;Электр-во;Тип топлива;Источник тепла;Источник воды;Воды нет, мин;Мопед;Автомобиль;Число авто;Прочие авто;Велосипед;Повозки;ПК;Число ПК;Стир машина;Кух комбайн;Холодильник;Телевизор;Число телев;Стерео;Телефон;Газонокос;Снегоуборщ;Микроволновка;Посудомоеч;Ежемес доход;Деньги на пищу;Дача;Площадь дачи;Место для пригот пищи;Вытяжка;Готовка вне дома, месяц;Вопрос 10a/ месяц;Вопрос 10a/ 5 лет;Вопрос 10b/ месяц;Вопрос 10b/ 5 лет;Вопрос 10c/ месяц;Вопрос 10c/ 5 лет;Квартира;Др квартира;Холодная дача;Теплая дача;Машина;Гараж;Ферма;Лавка;Другое;Др уточнить;Часть дохода на еду;Вопрос 13;Достаток по срав с друг;Тип жилья;Число комнат;Площадь жилья
54-101-065-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;3;1;1;0;0;1;0;35000;20000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;3;45
54-101-067-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;1;1;1;3;0;1;0;0;1;0;36000;12000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;30
54-101-068-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;0;40000;20000;0;;внутри дома;окно, вытяжка;1;никогда;редко;иногда;иногда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;3;46
54-001-076-01;шифер;1;электричество;уголь;перекачиваемая вода;;0;0;0;0;1;0;0;0;1;1;1;1;2;1;1;1;0;1;0;40000;25000;1;500;внутри дома;окно, дымоход;6;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;относительно высокий;другое;3;36
54-602-009-01;шифер;1;электричество;уголь;перекачиваемая вода;;0;1;1;0;1;0;0;0;1;0;1;1;1;0;1;0;0;1;0;30000;15000;1;600;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;0;0;0;1;1;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;3;39
54-602-019-01;шифер;1;электричество;камин (уголь);перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;1;0;45000;15000;1;2500;внутри дома;окно, частично открытая зона;1;никогда;никогда;никогда;никогда;никогда;никогда;0;0;0;0;0;1;1;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;3;100
54-001-107-01;шифер;1;электричество;центральное отопление;скважина района;;0;1;1;0;0;0;1;1;1;0;1;1;2;0;1;0;0;1;0;25000;15000;1;1500;внутри дома;окно;1;никогда;никогда;никогда;иногда;редко;редко;0;0;0;0;1;0;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;5;47
54-001-042-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;1;1;0;1;2;1;1;1;1;3;1;1;0;1;1;1;50000;20000;1;100;внутри дома;окно, вытяжка;3;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;1;1;1;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;52
54-001-041-01;оцинкованные стальные листы;1;электричество;уголь;скважина района;;0;1;1;0;1;0;1;1;1;0;1;1;2;0;0;0;0;1;0;35000;15000;1;1000;внутри дома;окно, дымоход;1;никогда;никогда;никогда;иногда;никогда;никогда;1;0;0;0;1;0;0;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;3;70
54-001-006-01;шифер;1;электричество;уголь;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;2;0;1;0;0;1;0;28000;10000;1;600;внутри дома;окно;1;никогда;никогда;никогда;иногда;никогда;никогда;1;0;0;0;0;0;1;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;3;33
54-602-003-01;оцинкованные стальные листы;1;электричество;уголь;скважина района;;0;1;2;1;1;0;1;1;1;1;1;1;4;0;1;0;0;1;0;50000;25000;1;800;внутри дома;окно, дымоход;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;3;72
54-001-064-01;железобетон;1;электричество;электричество;перекачиваемая вода;;1;1;2;0;1;0;1;2;1;1;1;1;1;1;1;0;0;1;0;35000;30000;1;1000;внутри дома;окно;1;никогда;никогда;редко;иногда;никогда;никогда;1;0;0;0;1;0;0;0;0;;почти все;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;2;52
54-001-063-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;1;0;0;0;1;2;1;1;1;1;0;0;0;0;0;1;0;25000;10000;0;;внутри дома;вытяжка;1;никогда;никогда;редко;редко;редко;редко;1;0;0;0;0;0;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;2;48
54-001-061-01;черепица;1;электричество;прочие;перекачиваемая вода;;0;1;4;0;1;0;1;4;1;1;1;1;4;1;1;1;0;1;0;60000;10000;1;1000;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/10 или менее;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;3;100
54-001-069-01;оцинкованные стальные листы;1;электричество;уголь;перекачиваемая вода;;0;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;30000;15000;1;600;внутри дома;окно;4;никогда;никогда;никогда;редко;никогда;никогда;0;0;0;0;1;1;0;0;0;;1/2 (половина);Время от времени мы может приобретать дорогие товары длительного пользования;средний;собственный дом;4;52
54-001-019-01;оцинкованные стальные листы;1;электричество;уголь;перекачиваемая вода;;1;1;2;0;1;1;1;2;1;1;1;1;3;0;1;1;1;1;0;60000;30000;1;600;внутри и вне дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;собственный дом;4;45
54-001-022-01;оцинкованные стальные листы;1;каменный уголь;уголь;скважина домохозяйства;;0;1;2;1;1;0;1;2;1;1;1;1;2;1;1;0;1;0;1;18000;18000;1;500;внутри дома;окно, дымоход;1;никогда;никогда;редко;никогда;никогда;никогда;1;0;0;1;1;1;1;0;0;;почти все;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;3;40
54-102-348-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;0;12000;6000;0;;внутри дома;окно;1;никогда;никогда;иногда;иногда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;общежитие;1;12
54-102-349-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;1;0;1;4;1;1;1;0;1;0;50000;30000;1;1200;внутри дома;окно, вытяжка;4;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;1;1;1;0;0;;1/2 (половина);Мы можем приобретать товары длительного пользования, но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;3;43
54-101-031-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-101-052-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-101-055-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;2;0;1;0;1;2;1;1;1;1;4;1;1;0;0;1;1;100000;40000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;3;80
54-101-056-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;1;1;1;0;0;0;1;2;1;0;1;1;2;1;1;1;0;1;0;20000;10000;1;1200;внутри дома;окно, вытяжка;3;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;1;1;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;3;48
54-101-060-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;2;1;1;0;0;1;0;14000;8000;1;1000;внутри дома;окно, вытяжка;1;никогда;никогда;редко;редко;никогда;никогда;0;0;1;0;0;0;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;60
54-101-061-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;2;1;1;1;1;1;1;1;1;0;1;0;52000;15000;1;700;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;1;0;1;1;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;4;45
54-101-062-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;25000;5000;0;;внутри дома;окно;1;редко;редко;никогда;никогда;никогда;редко;1;0;0;0;1;0;0;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;1;40
54-101-064-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;2;1;0;1;1;1;0;1;0;0;0;0;30000;20000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;2/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;3;31
54-101-068-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-101-069-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;1;0;35000;6000;1;600;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;редко;редко;иногда;0;0;0;0;1;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;1;18
54-101-070-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;0;0;1;0;30000;15000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;0;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;3;47
54-101-071-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;2;1;0;1;1;1;1;1;0;0;1;0;65000;40000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;редко;никогда;никогда;1;1;0;0;1;1;0;0;0;;2/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;2;40
54-101-074-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;2;0;0;0;1;1;1;1;1;1;3;1;1;0;0;1;0;80000;30000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;4;45
54-101-075-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;55000;15000;0;;внутри дома;окно, вытяжка, частично открытая зона;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;3;35
54-101-078-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;1;1;5;0;1;0;1;2;1;1;1;1;5;1;1;1;1;1;0;80000;20000;1;1500;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;0;1;1;1;1;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;5;100
54-101-079-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;1;1;1;1;1;2;1;1;1;0;1;0;80000;20000;1;900;внутри дома;окно, вытяжка;5;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;1;1;0;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;3;42
54-101-080-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;2;1;1;0;1;1;1;1;1;1;3;0;1;1;1;1;0;140000;40000;1;1000;внутри дома;окно;3;никогда;никогда;никогда;никогда;редко;никогда;1;0;1;0;1;0;0;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;3;40
54-101-080-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-101-081-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;2;1;0;1;1;3;1;1;0;0;1;0;70000;35000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;редко;никогда;никогда;1;0;0;0;1;0;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;50
54-103-018-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;3;0;1;0;0;1;0;20000;20000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;0;0;0;1;0;0;0;;почти все;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;27
54-103-024-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;1;1;1;1;1;3;1;1;0;0;1;0;35000;20000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;4;45
54-102-180-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;1;1;0;1;1;0;1;0;25000;10000;1;600;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;иногда;никогда;редко;1;0;1;0;1;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;3;35
54-102-179-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;2;1;1;1;1;2;1;1;0;0;1;0;50000;15000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;0;0;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;1;19
54-002-029-01;шифер;1;дрова;камин (дрова);перекачиваемая вода;;0;0;0;0;1;0;1;1;0;0;1;1;1;0;1;0;0;1;0;10000;6000;1;300;внутри дома;вытяжка;1;иногда;иногда;иногда;иногда;часто;часто;0;0;0;0;0;0;1;0;0;;2/3;Нам  не  хватает  даже на самое необходимое (пищу, коммунальные счета, необходимую одежду, недорогое лечение);низкий;другое;2;28
54-002-027-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;1;1;1;3;1;1;0;0;1;0;60000;30000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования, Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;3;43
54-002-026-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;0;0;1;0;10000;7000;1;600;внутри дома;окно, вытяжка;1;редко;редко;редко;иногда;никогда;никогда;1;0;0;0;0;1;1;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;1;24
54-002-025-01;железобетон;1;газ;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;2;1;1;1;1;1;1;1;0;0;1;0;50000;35000;1;1500;внутри дома;окно, вытяжка;1;редко;редко;никогда;редко;редко;редко;1;1;0;1;1;1;0;1;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;2;30
54-102-178-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;6;0;0;0;1;1;1;0;1;1;3;0;1;1;0;1;0;100000;25000;1;2000;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;0;0;1;1;1;0;0;;1/3;Мы способны покупать такие вещи, как дом, квартиру, или дорогой автомобиль;относительно высокий;квартира;3;60
54-102-177-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;3;1;1;1;1;1;1;1;0;0;1;0;20000;10000;0;;внутри дома;окно;1;никогда;никогда;никогда;редко;никогда;редко;1;0;0;0;1;0;0;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;1;20
54-102-176-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;1;0;18000;9000;1;1200;внутри дома;окно, вытяжка;1;иногда;иногда;иногда;иногда;никогда;никогда;1;0;1;0;0;0;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;3;42
54-102-175-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;1;0;0;0;1;1;1;1;2;1;1;0;0;1;0;20000;15000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;редко;редко;никогда;никогда;1;0;0;0;0;0;0;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;3;61
54-102-174-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;2;1;1;0;1;2;1;1;1;1;3;1;1;0;1;1;1;35000;20000;1;800;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;1;1;1;1;1;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;относительно высокий;квартира;4;78
54-102-173-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;1;0;16000;3000;1;600;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;34
54-102-083-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;2;0;1;0;0;0;0;12000;8000;1;700;внутри дома;окно, вытяжка;1;никогда;никогда;иногда;иногда;никогда;никогда;1;0;0;0;0;0;1;0;0;;2/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;очень низкий;квартира;3;45
54-102-335-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-001-036-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-103-023-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;0;0;1;0;40000;25000;0;;внутри дома;окно;1;никогда;никогда;редко;редко;редко;редко;1;0;0;0;0;0;0;0;0;;2/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;3;48
54-103-022-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-103-022-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;29000;20000;1;600;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;редко;никогда;никогда;1;0;0;0;0;1;0;0;0;;2/3;Время от времени мы может приобретать дорогие товары длительного пользования;низкий;квартира;2;30
54-103-030-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;3;1;1;0;0;1;0;56000;20000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;низкий;квартира;3;65
54-103-029-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;1;2;0;1;1;0;1;0;28000;14000;1;600;внутри дома;окно;5;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;1;1;0;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;3;40
54-103-028-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;2;1;1;0;0;1;0;20000;7500;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;3;45
54-103-026-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;1;1;1;0;1;0;1;1;1;1;1;1;2;0;1;0;0;1;1;35000;25000;1;400;внутри дома;окно;1;никогда;никогда;никогда;иногда;никогда;никогда;1;0;1;0;1;0;1;0;0;;почти все;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;3;46
54-103-025-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;2;1;1;1;1;2;0;0;1;0;1;0;60000;30000;1;700;внутри дома;вытяжка;5;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;1;0;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;3;40
54-102-358-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-356-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-205-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-320-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;2;0;0;0;0;1;0;30000;15000;1;800;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;0;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;3;43
54-102-303-01;прочие;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;2;1;1;0;0;1;0;30000;15000;1;2000;внутри дома;окно, вытяжка;6;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;0;1;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;3;80
54-102-304-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;1;1;0;1;1;1;0;1;0;0;1;0;20000;10000;0;;внутри дома;окно, вытяжка;1;никогда;редко;редко;редко;никогда;никогда;1;0;0;0;1;0;0;0;0;;1/2 (половина);Нам  не  хватает  даже на самое необходимое (пищу, коммунальные счета, необходимую одежду, недорогое лечение);средний;квартира;2;40
54-102-304-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-305-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;1;0;1;2;1;1;1;1;2;0;1;0;0;1;0;40000;20000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;2;33
54-102-306-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;3;1;1;1;1;2;0;1;0;0;1;0;20000;10000;1;700;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;часто;1;1;1;0;1;1;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;очень низкий;квартира;3;45
54-102-306-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
